belongs_category,first_level,second_level,third_level,title,url
"{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"OPI Nail Lacquer, Bubble Bath, Nude Nail Polish, 0.5 fl oz",https://www.amazon.com/OPI-Nail-Lacquer-Bubble-Bath/dp/B000NG889Q/ref=zg_bs_beauty_sccl_1/146-2935851-5785521?psc=1
"{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Pronto 100% Acetone Gel Nail Polish Remover - Gel Polish Remover for Nails | Acetone Nail Polish Remover & Gel Remover For Nails for Removal of Glue, Gel, Acrylic & Dip | Gel Nail Remover, 8 Fl oz",https://www.amazon.com/Pronto-100-Pure-Acetone-Professional/dp/B07TLZDSWR/ref=zg_bs_beauty_sccl_2/146-2935851-5785521?psc=1
"{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Maybelline Total Temptation Eyebrow Definer Pencil, Soft Brown, 1 Count",https://www.amazon.com/Maybelline-Temptation-Eyebrow-Definer-Pencil/dp/B074VD4X7W/ref=zg_bs_beauty_sccl_3/146-2935851-5785521?psc=1
"{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Grande Cosmetics GrandeLASH-MD Lash Enhancing Serum,https://www.amazon.com/Grande-Cosmetics-GrandeLASH-MD-Enhancing-Serum/dp/B082WZTJV5/ref=zg_bs_beauty_sccl_4/146-2935851-5785521?psc=1
"{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Beauty & Personal Care', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Truremedy Naturals Remedy Soap Tea Tree Oil Antibacterial Body Wash - Antifungal Body Wash | Helps Body Odor, Athlete's Foot, Jock Itch, Ringworm, Yeast Infections, Skin Irritations (1 pk, 12 oz)",https://www.amazon.com/Remedy-Antifungal-Wash-Infections-Irritations/dp/B00R1P82UW/ref=zg_bs_beauty_sccl_5/146-2935851-5785521?psc=1
"{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Haunting Adeline (Cat and Mouse Duet),https://www.amazon.com/Haunting-Adeline-Cat-Mouse-Duet/dp/B09CGGV8DX/ref=zg_bs_books_sccl_3/134-7384909-8307212?psc=1
"{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Reminders of Him: A Novel,https://www.amazon.com/Reminders-Him-Novel-Colleen-Hoover/dp/1542025605/ref=zg_bs_books_sccl_4/134-7384909-8307212?psc=1
"{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Why a Daughter Needs a Dad: Celebrate Your Father Daughter Bond this Father's Day with this Special Picture Book!,https://www.amazon.com/Why-Daughter-Needs-Gregory-Lang/dp/1492667838/ref=zg_bs_books_sccl_5/134-7384909-8307212?psc=1
"{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,The Ballad of Songbirds and Snakes (A Hunger Games Novel) (The Hunger Games),https://www.amazon.com/Ballad-Songbirds-Snakes-Hunger-Games/dp/1338635174/ref=zg_bs_books_sccl_6/134-7384909-8307212?psc=1
"{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Read Me When You Need Me.,https://www.amazon.com/Read-When-You-Need-Me/dp/B0BMSZSG5Z/ref=zg_bs_books_sccl_7/134-7384909-8307212?psc=1
"{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",https://www.amazon.com/Court-Thorns-Roses-Sarah-Maas/dp/1635575567/ref=zg_bs_books_sccl_8/134-7384909-8307212?psc=1
"{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Books', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Summer Brain Quest: Between Grades 3 & 4,https://www.amazon.com/Summer-Brain-Quest-Between-Grades/dp/076118919X/ref=zg_bs_books_sccl_9/134-7384909-8307212?psc=1
"{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Celestron - 70mm Travel Scope - Portable Refractor Telescope - Fully-Coated Glass Optics - Ideal Telescope for Beginners - BONUS Astronomy Software Package,https://www.amazon.com/Celestron-Refractor-Telescope-Beginners-Astronomy/dp/B001TI9Y2M/ref=zg_bs_photo_sccl_39/147-1469028-0367315?psc=1
"{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"OuYteu Binoculars 122x1000 Compact with Clear Low Light Vision, Large Eyepiece Waterproof Binocular for Adults Kids, High Power Easy Focus Bird Watching, Hunting, Travel, Sightseeing, Blue",https://www.amazon.com/OuYteu-Binoculars-Waterproof-Binocular-Sightseeing/dp/B0BFG31YQ3/ref=zg_bs_photo_sccl_40/147-1469028-0367315?psc=1
"{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"ZIYOUHU 30x60 Binoculars Small Compact Light Binoculars, Suitable for Adults and Children Bird Watching Travel Sightseeing, Waterproof Lightweight Small Binoculars, with Clear Low-Light Vision…",https://www.amazon.com/ZIYOUHU-Binoculars-Sightseeing-Waterproof-Lightweight/dp/B0BD5LWZ9S/ref=zg_bs_photo_sccl_41/147-1469028-0367315?psc=1
"{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"12X50 Professional HD Binoculars for Adults with Phone Adapter, High Power Binoculars with BaK4 prisms, Super Bright Lightweight & Waterproof Binoculars Perfect for Bird Watching, Hunting, Stargazing",https://www.amazon.com/Professional-Binoculars-Lightweight-Waterproof-Stargazing/dp/B09CG34PMQ/ref=zg_bs_photo_sccl_42/147-1469028-0367315?psc=1
"{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Japan Health and Beauty - Nie Tape of BW Natural Eye Tape Bare Skin Touch ENT350AF27,https://www.amazon.com/Japan-Health-Beauty-natural-ENT350/dp/B00LGHOI8G/ref=zg_bs_photo_sccl_43/147-1469028-0367315?psc=1
"{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Pankoo 12x60 Monocular Telescope High Powered with Smartphone Adapter Tripod and Portable Bag, Larger Vision Monoculars for Adults with BAK4 Prism & FMC Lens, Suitable for Bird Watching Hiking Travel",https://www.amazon.com/Pankoo-12x60-Monocular-Smartphone-Monoculars/dp/B0BLZ3S2YN/ref=zg_bs_photo_sccl_44/147-1469028-0367315?psc=1
"{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Camera & Photo Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"ToyerBee Telescope for Adults & Kids, 70mm Aperture Astronomical Refractor Telescopes for Astronomy Beginners (15X-150X), 300mm Portable Telescope with an Phone Adapter & A Wireless Remote",https://www.amazon.com/ToyerBee-Telescope-Astronomical-Refractor-Telescopes/dp/B0953GG4RQ/ref=zg_bs_photo_sccl_45/147-1469028-0367315?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Congregation Of Annihilation,https://www.amazon.com/Congregation-Annihilation-Metal-Church/dp/B0BZDX9YP2/ref=zg_bs_music_sccl_31/142-6319977-4015954?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Greatest Hits I,https://www.amazon.com/Greatest-Hits-I-2-LP/dp/B01LY8SIX7/ref=zg_bs_music_sccl_32/142-6319977-4015954?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Tina Live,https://www.amazon.com/Tina-Live-Turner/dp/B002LCOQNW/ref=zg_bs_music_sccl_33/142-6319977-4015954?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Walk Around The Moon,https://www.amazon.com/Walk-Around-Moon-Dave-Matthews/dp/B0BSXPXFC1/ref=zg_bs_music_sccl_34/142-6319977-4015954?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Life Is But a Dream…,https://www.amazon.com/Life-But-Dream-Avenged-Sevenfold/dp/B0BXQ77DJY/ref=zg_bs_music_sccl_35/142-6319977-4015954?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Guardians Of The Galaxy: Awesome Mix Vol. 1 [Cassette],https://www.amazon.com/Guardians-Galaxy-Awesome-Vol-Cassette/dp/B00Q5F3AN8/ref=zg_bs_music_sccl_36/142-6319977-4015954?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Fearless Taylor's Version Gold,https://www.amazon.com/Fearless-Taylors-Version-Gold-LP/dp/B092YV2RYY/ref=zg_bs_music_sccl_37/142-6319977-4015954?psc=1
"{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'CDs & Vinyl', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Ballads of the Broken,https://www.amazon.com/Ballads-Broken-Jelly-Roll/dp/B09HLH665V/ref=zg_bs_music_sccl_38/142-6319977-4015954?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"UCOMX Nano 3 in 1 Wireless Charger for iPhone,Magnetic Foldable 3 in 1 Charging Station,Travel Charger for Multple Devices for iPhone 14/13/12 Series,AirPods 3/2/Pro,iWatch(Adapter Included)",https://www.amazon.com/UCOMX-Wireless-Magnetic-Foldable-Compatible/dp/B09FKZ7M9M/ref=zg_bs_wireless_sccl_24/134-3272528-9156669?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,LOVELEDI Portable-Charger-Power-Bank - 2 Pcs 15000mAh Dual USB Power Bank Output 5V3.1A Fast Charging Portable Charger Compatible with Smartphones and All USB Devices,https://www.amazon.com/LOVELEDI-Portable-Charger-Power-Bank-15000mAh-Compatible-Smartphones/dp/B0B45GX5V7/ref=zg_bs_wireless_sccl_25/134-3272528-9156669?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,PopSockets Clear Phone Grip,https://www.amazon.com/PopSockets-PopGrip-Swappable-Phones-Tablets/dp/B08WVHWYND/ref=zg_bs_wireless_sccl_26/134-3272528-9156669?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Ferilinso for iPhone 13 & iPhone 14 Privacy Screen Protector 2 Pack 9H Anti Spy Tempered Glass Privacy Screen for iPhone 13 iPhone 14 with 2 Pack Camera Lens Protector Case Friendly Accessories,https://www.amazon.com/Ferilinso-Designed-Protector-Tempered-Installation/dp/B09BN5D3WB/ref=zg_bs_wireless_sccl_27/134-3272528-9156669?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Basesailor USB to USB C Adapter 2 Pack,USB C Female to A Male Charger Type C Converter for Apple Watch Ultra iWatch 7 8 SE,iPhone 14 13 12 11 Plus Pro Max Mini,AirPods,iPad Air,Samsung Galaxy S23 S22",https://www.amazon.com/Female-Adapter-Charger-Airpods-Samsung/dp/B079LYHNSR/ref=zg_bs_wireless_sccl_28/134-3272528-9156669?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"PopSockets: Phone Grip with Expanding Kickstand, Pop Socket for Phone - Black",https://www.amazon.com/PopSockets-PopGrip-Swappable-Phones-Tablets/dp/B07P29XQR4/ref=zg_bs_wireless_sccl_29/134-3272528-9156669?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Car Phone Holder Mount [Military-Grade Suction & Stable Hook] Phone Mount for Car Windshield Dashboard Air Vent Universal Hands-Free Automobile Mounts Cell Phone Holder Fit for iPhone Smartphones,https://www.amazon.com/Military-Grade-Windshield-Hands-Free-Automobile-Smartphones/dp/B0B1DCNM2K/ref=zg_bs_wireless_sccl_30/134-3272528-9156669?psc=1
"{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Cell Phones & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Universal in Flight Airplane Phone Holder Mount. Handsfree Phone Holder for Desk Tray with Multi-Directional Dual 360 Degree Rotation. Pocket Size Must Have Travel Essential Accessory for Flying,https://www.amazon.com/Perilogics-Universal-Airplane-Multi-Directional-Rotation/dp/B07T8KL6C6/ref=zg_bs_wireless_sccl_31/134-3272528-9156669?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Echo Dot (5th Gen, 2022 release) Kids | Designed for kids, with parental controls | Owl",https://www.amazon.com/All-New-release-Designed-parental-controls/dp/B09B9CD1YB/ref=zg_bs_amazon-devices_sccl_26/139-5203651-6970324?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Amazon Fire HD 10 Kids Pro tablet, 10.1"", 1080p Full HD, ages 6–12, 32 GB, (2021 release), named ""Best Tablet for Big Kids"" by Good Housekeeping, Doodle",https://www.amazon.com/Fire-HD-10-Kids-Pro-tablet/dp/B08F5LWB6R/ref=zg_bs_amazon-devices_sccl_27/139-5203651-6970324?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Introducing Amazon Fire Max 11 tablet, our most powerful tablet yet, vivid 11"" display, octa-core processor, 4 GB RAM, 14-hour battery life, 64 GB, Gray",https://www.amazon.com/Introducing-Amazon-powerful-octa-core-processor/dp/B0B1VQ1ZQY/ref=zg_bs_amazon-devices_sccl_28/139-5203651-6970324?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Kindle Paperwhite Signature Edition (32 GB) – With a 6.8"" display, wireless charging, and auto-adjusting front light – Without Lockscreen Ads – Agave Green",https://www.amazon.com/Kindle-Paperwhite-Signature-auto-adjusting-Lockscreen/dp/B09TN8DRY9/ref=zg_bs_amazon-devices_sccl_29/139-5203651-6970324?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Ring Solar Panel (2nd Generation), 4W for Spotlight Cam Plus, Spotlight Cam Pro - White",https://www.amazon.com/Ring-Solar-Panel-Generation-Spotlight/dp/B0B27JY45L/ref=zg_bs_amazon-devices_sccl_30/139-5203651-6970324?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Certified Refurbished Ring Alarm Contact Sensor (2nd Gen) – 2-pack,https://www.amazon.com/Certified-Refurbished-Ring-Contact-Sensor/dp/B08KWPB2TR/ref=zg_bs_amazon-devices_sccl_81/139-5203651-6970324?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Echo Show 10 (3rd Gen) | HD smart display with premium sound, motion, and Alexa | Charcoal",https://www.amazon.com/echo-show-10/dp/B07VHZ41L8/ref=zg_bs_amazon-devices_sccl_82/139-5203651-6970324?psc=1
"{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Devices & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"INSIGNIA 43-inch Class F30 Series LED 4K UHD Smart Fire TV (NS-43F301NA22, 2021 Model)",https://www.amazon.com/Insignia-43-inch-Class-Smart-Fire/dp/B08X7K3H7K/ref=zg_bs_amazon-devices_sccl_83/139-5203651-6970324?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Samsung Galaxy S20 Ultra, 128GB, Cosmic Gray - Fully Unlocked (Renewed)",https://www.amazon.com/Samsung-Galaxy-S20-Ultra-Cosmic/dp/B08H7RJLM2/ref=zg_bs_amazon-renewed_sccl_13/141-8670379-1855958?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Apple AirPods Pro (2nd Generation) (Renewed),https://www.amazon.com/Apple-AirPods-Pro-Generation-Renewed/dp/B0BJQWYLYN/ref=zg_bs_amazon-renewed_sccl_14/141-8670379-1855958?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Apple 9.7-inch iPad (Early 2018, 32GB, Wi-Fi Only, Space Gray) MR7F2LL/A (Renewed)",https://www.amazon.com/Apple-Early-Wi-Fi-MR7F2LL-Refurbished/dp/B07G9QNT6P/ref=zg_bs_amazon-renewed_sccl_15/141-8670379-1855958?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Epson Perfection Photo Scanner V39 (Renewed),https://www.amazon.com/Epson-Perfection-Scanner-V39-Renewed/dp/B06XX2WFFH/ref=zg_bs_amazon-renewed_sccl_16/141-8670379-1855958?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Beats Flex Wireless Earphones – Apple W1 Headphone Chip, Magnetic Earbuds, Class 1 Bluetooth, 12 Hours of Listening Time, Built-in Microphone - Black (Latest Model) (Renewed)",https://www.amazon.com/Beats-Flex-Wireless-Earphones-Built/dp/B08XC38TM3/ref=zg_bs_amazon-renewed_sccl_17/141-8670379-1855958?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Roku Ultra 2020 | Streaming Media Player HD/4K/HDR, Bluetooth Streaming, andRoku Voice Remote with Headphone Jack and Personal Shortcuts, includes Premium HDMI Cable (Renewed)",https://www.amazon.com/Roku-Streaming-Bluetooth-Headphone-Shortcuts/dp/B08ZCNX7LX/ref=zg_bs_amazon-renewed_sccl_18/141-8670379-1855958?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"iPhone 13 Pro Max, 128GB, Sierra Blue - Unlocked (Renewed Premium)",https://www.amazon.com/iPhone-Pro-128GB-Sierra-Blue/dp/B0BGYG5GSJ/ref=zg_bs_amazon-renewed_sccl_19/141-8670379-1855958?psc=1
"{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Amazon Renewed', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Owlet Cam Smart Baby Monitor - HD Video Monitor with Camera, Audio and Background Sound, Encrypted WiFi, Motion and Sound Notifications, Humidity, Room Temp, Night Vision, 2-Way Talk (Renewed)",https://www.amazon.com/Owlet-Smart-Baby-Monitor-Notifications/dp/B0BXMHWP9W/ref=zg_bs_amazon-renewed_sccl_20/141-8670379-1855958?psc=1
"{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Updated 5304511738 Light Bulb Refrigerator kei d34l Bulb,LED Refrigerator Light Bulb 3.5W Compatible with frig.idaire Refrigerator Light Bulb AP6278388 PS12364857 EAP12364857(85V-265V White Light)",https://www.amazon.com/5304511738-Refrigerator-Compatible-frig-idaire-EAP12364857/dp/B0B1WPPCV9/ref=zg_bs_appliances_sccl_21/131-7201010-5176169?psc=1
"{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Upstreman 1.7 Cu.ft Mini Fridge with Freezer, Adjustable Thermostat, Energy Saving, Low Noise, Single Door Compact Refrigerator for Dorm, Office, Bedroom, Black-FR17",https://www.amazon.com/Upstreman-Adjustable-Thermostat-Refrigerator-Black-FR17/dp/B09W9KSQBL/ref=zg_bs_appliances_sccl_22/131-7201010-5176169?psc=1
"{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Nugget Ice Maker Countertop - 33lbs/24H, Silonn Pebble Ice Maker Machine with Self-Cleaning Function, Ice Makers for Home Kitchen Office",https://www.amazon.com/Nugget-Ice-Maker-Countertop-Self-Cleaning/dp/B0C1FJTQ7S/ref=zg_bs_appliances_sccl_23/131-7201010-5176169?psc=1
"{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Electactic Ice Maker, Commercial Ice Machine,100Lbs/Day, Stainless Steel Ice Machine with 48 Lbs Capacity, Ideal for Restaurant, Bars, Home and Offices, Includes Scoop",https://www.amazon.com/Electactic-Commercial-Stainless-Capacity-Restaurant/dp/B09SDWH4SG/ref=zg_bs_appliances_sccl_24/131-7201010-5176169?psc=1
"{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"COSMO COS-63175S Wall Mount Range Hood with Ducted Convertible Ductless (No Kit Included), Ceiling Chimney-Style Stove Vent, LEDs Light, Permanent Filter, 3 Speed Fan in Stainless Steel (30 inch)",https://www.amazon.com/63175S-Convertible-additional-Chimney-Style-Permanent/dp/B01DN00K0S/ref=zg_bs_appliances_sccl_25/131-7201010-5176169?psc=1
"{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Fridge Lock,Refrigerator Locks,Freezer Lock with Key for Child Safety,Locks to Lock Fridge and Cabinets (White Fridge Lock-1Pack)",https://www.amazon.com/Fridge-Refrigerator-Freezer-Cabinets-Lock-1Pack/dp/B07R3Y33Y1/ref=zg_bs_appliances_sccl_26/131-7201010-5176169?psc=1
"{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Appliances', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Commercial Ice Maker, 100LBS/24H Under Counter Ice Maker Machine w/Large Ice Bin, 45 Ice Cubes/Cycle, 2 Water Inlet Modes, Self Clean, 24H Timer, Freestanding Ice Machine for Bar, Coffee Shop",https://www.amazon.com/Commercial-100LBS-Counter-Machine-Freestanding/dp/B09QPNT6XS/ref=zg_bs_appliances_sccl_27/131-7201010-5176169?psc=1
